OID_,OBJECTID_1,OBJECTID_2,OBJECTID,GEOMETRYID,CREATEDATE,EDITDATE,NOTES,TRLNAME,TRLSTATUS,TRLSURFACE,TRLUSE,CREATEUSER,EDITUSER,TRLALTNAME,MAPLABEL,TRLTYPE,TRLCLASS,SEASDESC,MAINTAINER,ISEXTANT,UNITCODE,UNITNAME,GROUPCODE,REGIONCODE,MAPMETHOD,MAPSOURCE,SRCESCALE,SOURCEDATE,XYACCURACY,FACLOCID,FACASSETID,FEATUREID,SEASONAL,TRLFEATTYP,SEGNAME,SEGMENT,UNIT,UNITNUM,STANDARD,USERCLASS,HORSE_USE,OLDNAME,FMSSINFO,FMSS_YRBLT,Lngth_Mtrs,Lngth_Mile,GlobalID,Shape_Leng,PUBLICDISP,DATAACCESS,Shape__Len,GlobalID_2,min_elevat,max_elevat,total_elev
27,28.000000000000000,28.000000000000000,34.000000000000000,{EE1CF9D6-49AE-4F0D-9AB0-EE675496C0B7},1442534400000.000000000000000,1691164741065.000000000000000, ,Lower Cow Creek Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,COW CREEK TRAIL,Cow Creek Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14912, , ,No,Park Trail,"COW CREEK, LOWER",BC-01,BLACK CANYON/ROARING RIVER,6.000000000000000,D,F/E,Y,COW CREEK TRAIL,"BC-01 Cow Creek Trail, lower portion",1915,1631.884938464700099,1.014004261795380,{B2918574-C004-4BF0-AC4C-14C664CCC50F},1631.270123750000039,Public Map Display,Unrestricted,1631.270123745109913,e76779b7-0b9f-4d2c-865c-dd4f21ff4ff0,2502.625244140625000,2693.324218750000000,190.698974609375000
28,30.000000000000000,30.000000000000000,36.000000000000000,a263b7a5-6fb7-4a46-b3fd-2b30f655dc36,1442534400000.000000000000000,1691164741636.000000000000000, ,North Gem Lake/Cow Creek,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,GEM LAKE TRAIL,Gem Lake Tr (North),Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14915, , ,No,Park Trail,NORTH GEM LAKE/COW CREEK,BC-04,BLACK CANYON/ROARING RIVER,6.000000000000000,D,F/E,Y,GEM LAKE TRAIL,BC-04 North Gem Lake/Cow Creek Trail,1915,2545.866294853470208,1.581924811053990,{73582A83-6EB8-40CB-8211-45C0C24F3DA5},2544.906677559999935,Public Map Display,Unrestricted,2544.906677556699833,eb19ac65-cac1-43e6-878a-1bf0fb0585c2,2580.487792968750000,2693.324218750000000,-112.836425781250000
29,31.000000000000000,31.000000000000000,37.000000000000000,8d90d6e4-e154-4f35-9c03-fe4aa75c987f,1442534400000.000000000000000,1691164741943.000000000000000, ,Black Canyon / Cow Creek Connector Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,DARK MOUNTAIN TRAIL,Cow Creek Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,40190, , ,No,Park Trail,BLACK CANYON/COW CREEK CONNECTOR,BC-05,BLACK CANYON/ROARING RIVER,6.000000000000000,E,F/E,Y,DARK MOUNTAIN TRAIL,BC-05 Black Canyon/Cow Creek connector,1915,2651.103992334789837,1.647316353822920,{EA899553-D481-4062-B769-DACAE500ADA0},2650.114417589999903,Public Map Display,Unrestricted,2650.114417588049946,bb20b786-5e51-4b97-99da-253417315001,2729.868408203125000,2791.530517578125000,-61.662109375000000
30,32.000000000000000,32.000000000000000,38.000000000000000,2dd7c241-e9df-4bb2-b05a-c8d811fe1bb9,1442534400000.000000000000000,1691164742351.000000000000000, ,Upper Black Canyon Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,BLACK CANYON TRAIL,Black Canyon Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14914, , ,No,Park Trail,"BLACK CANYON, UPPER",BC-03,BLACK CANYON/ROARING RIVER,6.000000000000000,E,F/E,Y,BLACK CANYON TRAIL,"BC-03 Black Canyon-upper, Cow Creek-upper Trail",1915,7529.912656641969988,4.678861447159000,{505ACE41-C921-4715-88BE-51231E85B50D},7527.138037630000326,Public Map Display,Unrestricted,7527.138037630509643,b1a67c8d-659a-41d2-a851-b95284aa8979,2791.530517578125000,3504.561279296875000,713.030761718750000
31,33.000000000000000,33.000000000000000,39.000000000000000,6d3b9d07-d954-41c0-8b29-60acd6286154,1442534400000.000000000000000,1691164742635.000000000000000, ,Lower Lawn Lake Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,LAWN LAKE TRAIL,Lawn Lake Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,40131, , ,No,Park Trail,"LAWN LAKE, LOWER",RR-01,BLACK CANYON/ROARING RIVER,6.000000000000000,D,ALL,Y,LAWN LAKE TRAIL,"RR-01 Lawn Lake, lower portion",1915,6389.381388765439624,3.970169590841150,{C7B47FC6-7EB3-4FFE-8EC9-4C33AC08E933},6387.050516020000032,Public Map Display,Unrestricted,6387.050516020820396,b836d69e-ce5c-4e9f-b172-627b02b6f24c,2930.557861328125000,3504.561279296875000,574.003417968750000
32,34.000000000000000,34.000000000000000,41.000000000000000,6e0e561c-d318-420a-9625-0e034abe4512,1442534400000.000000000000000,1691164742907.000000000000000, ,Chasm Falls Trail,Existing,Asphalt,Hiker/Pedestrian,Geoff Clark,romo_gis,CHASM FALLS,Chasm Falls Tr,Standard Terra Trail,Class 5: Fully Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,20809, , ,No,Park Trail,CHASM FALLS,TR-11,TRAIL RIDGE,7.000000000000000,B,F,N,CHASM FALLS,TR-11 Chasm Falls Trail,1915,97.017406458350493,0.060283700951156,{914EE742-0760-4C02-A984-FB116C0C6199},96.982484990000003,Public Map Display,Unrestricted,96.982484985519307,e9c31bda-cf90-4496-a7ff-b51c74d00010,2925.246582031250000,2925.246582031250000,0.000000000000000
33,35.000000000000000,35.000000000000000,42.000000000000000,{3629A6CE-45D1-4077-B2DF-762C41864E8C},1442534400000.000000000000000,1691164743165.000000000000000, ,Ypsilon Lake,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,YPSILON LAKE TRAIL,Ypsilon Lake Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,40138, , ,No,Park Trail,YPSILON LAKE,RR-06,BLACK CANYON/ROARING RIVER,6.000000000000000,D,ALL,Y,YPSILON LAKE TRAIL,RR-06 Ypsilon Lake,1912,3999.697628905790225,2.485291913668260,{D57CA1AB-127B-476E-AE7B-D46478B7E02E},3998.246333070000219,Public Map Display,Unrestricted,3998.246333067760133,67b6abf1-b2ed-4880-8fbf-8f730dfafc44,2895.752197265625000,3358.178222656250000,427.620361328125000
34,36.000000000000000,36.000000000000000,43.000000000000000,a5e697ce-5bed-4f62-8cab-8cba58f2b009,1442534400000.000000000000000,1691164743419.000000000000000, ,Ute Trail (West),Existing,Earth,Hiker/Pedestrian,Geoff Clark,romo_gis,MILNER PASS-FALL RIVER PASS TRAIL,Ute Tr (West),Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14861, , ,No,Park Trail,UTE TRAIL WEST,TR-03,TRAIL RIDGE,7.000000000000000,E,F,N,MILNER PASS-FALL RIVER PASS TRAIL,TR-03 Ute Trail West - AVC to Poudre Lake,1915,928.722484007844969,0.577080242982778,{4ADA2543-6642-41BC-926D-7E5AA31A174C},928.404910900000004,Public Map Display,Unrestricted,928.404910902300003,7e914ad1-587c-4305-9b10-3f8f95100406,3355.245849609375000,3355.245849609375000,0.000000000000000
35,37.000000000000000,37.000000000000000,44.000000000000000,9a7a2f25-8ba3-4b46-b48a-b2c8175b1ae7,1442534400000.000000000000000,1691164743741.000000000000000, ,Mount Ida,Existing,Earth,Hiker/Pedestrian,Geoff Clark,romo_gis,MT. IDA,Mount Ida Tr,Standard Terra Trail,Class 2: Moderately Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14862, , ,No,Park Trail,MOUNT IDA,TR-05,TRAIL RIDGE,7.000000000000000,E,F,N,MT. IDA,TR-05 Mt Ida Trail,1915,788.394171481580997,0.489884446515622,{8B7DBC2A-A2F3-4C65-8039-31C40F2621BE},788.124536049999961,Public Map Display,Unrestricted,788.124536053608040,61429b2b-1c0c-48e3-b8fd-46a980f53dbe,3355.245849609375000,3355.245849609375000,0.000000000000000
36,38.000000000000000,38.000000000000000,45.000000000000000,066373db-1ee1-4fc7-bcea-a18cfcfedfda,1442534400000.000000000000000,1691164744024.000000000000000, ,North Gem Lake/Cow Creek,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,GEM LAKE TRAIL,Gem Lake Tr (North),Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14915, , ,No,Park Trail,NORTH GEM LAKE/COW CREEK,BC-04,BLACK CANYON/ROARING RIVER,6.000000000000000,D,F/E,Y,GEM LAKE TRAIL,BC-04 North Gem Lake/Cow Creek Trail,1915,1852.802482121200001,1.151275784739770,{105F021E-10DE-455A-9E67-77BDC5022DC6},1852.102921899999956,Public Map Display,Unrestricted,1852.102921896630050,4509810a-abd8-4f96-a91d-255d053f77b1,2544.646728515625000,2580.487792968750000,35.841064453125000
37,39.000000000000000,39.000000000000000,47.000000000000000,d6407393-d385-4aed-8d97-17929cfefcc1,1442534400000.000000000000000,1691164744349.000000000000000, ,Lake Irene Trail,Existing,Earth,Hiker/Pedestrian,Geoff Clark,romo_gis,LAKE IRENE TRAILS,Lake Irene Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14856, , ,No,Park Trail,LAKE IRENE,TR-04,TRAIL RIDGE,7.000000000000000,E,F,N,LAKE IRENE TRAILS,TR-04 Lake Irene Loop Trail,1915,102.439830216272000,0.063653032127756,{F2C533F1-6F4A-4EF4-951B-CFC0E7AFD0EF},102.404948930000003,Public Map Display,Unrestricted,102.404948932481005,fa1f153b-dfe6-4d33-86ea-4862b5f0cf37,3355.245849609375000,3355.245849609375000,0.000000000000000
38,40.000000000000000,40.000000000000000,48.000000000000000,466bd188-55a9-4387-ac6e-751fcae86576,1442534400000.000000000000000,1691164744661.000000000000000, ,Toll Memorial Trail,Existing,Asphalt,Hiker/Pedestrian,Geoff Clark,romo_gis,TOLL MEMORIAL TRAIL,Toll Memorial Tr,Standard Terra Trail,Class 5: Fully Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,20807, , ,No,Park Trail,TOLL MEMORIAL TRAIL,TR-09,TRAIL RIDGE,7.000000000000000,A,F,N,TOLL MEMORIAL TRAIL,TR-09 Toll Memorial Trail,1935,315.062950927031977,0.195770649905260,{CA1C04DB-2436-485E-BB61-CDF83130BFA0},314.951621849999981,Public Map Display,Unrestricted,314.951621847216984,6635c68a-d0e7-4bd7-af42-e6c9a8b38a94,3532.475341796875000,3532.475341796875000,0.000000000000000
39,41.000000000000000,41.000000000000000,49.000000000000000,bfee9357-5d01-40ab-b1c9-9eafaaf10a2a,1442534400000.000000000000000,1691164744915.000000000000000, ,Toll Memorial Trail,Existing,Asphalt,Hiker/Pedestrian,Geoff Clark,romo_gis,TOLL MEMORIAL TRAIL,Toll Memorial Tr,Standard Terra Trail,Class 5: Fully Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,20807, , ,No,Park Trail,TOLL MEMORIAL TRAIL,TR-09,TRAIL RIDGE,7.000000000000000,A,F,N,TOLL MEMORIAL TRAIL,TR-09 Toll Memorial Trail,1935,46.847819796015003,0.029109827420598,{AC321577-C2D6-413A-8495-97721A7B220E},46.831275280000000,Public Map Display,Unrestricted,46.831275277742300,bc609934-b99c-427b-b91a-0cb8b0fef0e8,3532.475341796875000,3532.475341796875000,0.000000000000000
40,42.000000000000000,42.000000000000000,50.000000000000000,296d683c-da99-4719-9136-b431f76804f9,1442534400000.000000000000000,1691164745187.000000000000000, ,Toll Memorial Trail,Existing,Asphalt,Hiker/Pedestrian,Geoff Clark,romo_gis,TOLL MEMORIAL TRAIL,Toll Memorial Tr,Standard Terra Trail,Class 5: Fully Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,20807, , ,No,Park Trail,TOLL MEMORIAL TRAIL,TR-09,TRAIL RIDGE,7.000000000000000,A,F,N,TOLL MEMORIAL TRAIL,TR-09 Toll Memorial Trail,1935,572.863595256560984,0.355960223252065,{D0763D9F-E1F1-4BC6-83BA-105DAA796590},572.661527009999986,Public Map Display,Unrestricted,572.661527014004946,d0153bc5-1077-4161-8312-fb92b8bf6c14,3494.366943359375000,3532.475341796875000,38.108398437500000
41,43.000000000000000,43.000000000000000,51.000000000000000,{B7882433-ACA4-4431-A5B4-7C27C9FD48E2},1442534400000.000000000000000,1691164745538.000000000000000, ,Lake Irene Trail,Existing,Earth,Hiker/Pedestrian,Geoff Clark,romo_gis,LAKE IRENE TRAILS,Lake Irene Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14856, , ,No,Park Trail,LAKE IRENE,TR-04,TRAIL RIDGE,7.000000000000000,E,F,N,LAKE IRENE TRAILS,TR-04 Lake Irene Loop Trail,1915,287.352696990335005,0.178552330816122,{260813A1-F908-428E-B9CB-AF556C1565A0},287.254921430000024,Public Map Display,Unrestricted,287.254921431116998,d6c3072f-21da-46de-a2d6-7bf6ec29f23d,3228.586669921875000,3355.245849609375000,126.659179687500000
42,44.000000000000000,45.000000000000000,53.000000000000000,d53b6dde-394b-43b2-9253-1cb62483c658,1442534400000.000000000000000,1691164745791.000000000000000, ,Alluvial Fan Trail,Existing,Asphalt,Hiker/Pedestrian,Geoff Clark,romo_gis,ALLUVIAL FAN TRAIL,Alluvial Fan Trail,Standard Terra Trail,Class 5: Fully Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,40140, , ,No,Park Trail,ALLUVIAL FAN,RR-12,BLACK CANYON/ROARING RIVER,6.000000000000000,A,F,N,ALLUVIAL FAN TRAIL,RR-12 Alluvial Fan trail,1985,34.745225834711903,0.021589639222106,{55EEAC10-FBC3-49CC-86C0-FE40648B14F9},34.732566749999997,Public Map Display,Unrestricted,34.732566752197002,7afb392a-59f9-48cf-be18-9359c91239c0,2683.696533203125000,2683.696533203125000,0.000000000000000
43,45.000000000000000,46.000000000000000,54.000000000000000,01ccc0a4-65f4-4563-8f50-ecfdd9c6d798,1442534400000.000000000000000,1691164746091.000000000000000, ,Alluvial Fan Trail,Existing,Asphalt,Hiker/Pedestrian,Geoff Clark,romo_gis,ALLUVIAL FAN TRAIL,Alluvial Fan Tr,Standard Terra Trail,Class 5: Fully Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,40140, , ,No,Park Trail,ALLUVIAL FAN,RR-12,BLACK CANYON/ROARING RIVER,6.000000000000000,A,F,N,ALLUVIAL FAN TRAIL,RR-12 Alluvial Fan trail,1985,210.315568951838003,0.130683774457605,{F373A231-DD91-421E-9505-935C0F16FD90},210.238979430000001,Public Map Display,Unrestricted,210.238979433189002,f2269cae-4309-40ee-af97-ad5ff35046a7,2683.696533203125000,2683.696533203125000,0.000000000000000
44,46.000000000000000,47.000000000000000,55.000000000000000,33674a16-1610-4909-b3fa-b3ae92ecf9e3,1442534400000.000000000000000,1691164746336.000000000000000, ,Balanced Rock Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,BALANCED ROCK TRAIL,Balanced Rock Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14918, , ,No,Park Trail,BALANCED ROCK,BC-07,BLACK CANYON/ROARING RIVER,6.000000000000000,E,F/E,Y,BALANCED ROCK TRAIL,BC-07 Balanced Rock Trail,1915,1555.358555177469952,0.966453066877160,{DE4C6250-7D60-43F2-810C-2EE3E3C226DC},1554.772939469999983,Public Map Display,Unrestricted,1554.772939471660038,30396b09-12af-41b1-b834-79e29adb7a2d,2580.487792968750000,2627.751953125000000,14.036621093750000
45,47.000000000000000,48.000000000000000,57.000000000000000,2890387d-0e33-41f5-afee-f694ec9a1389,1442534400000.000000000000000,1691164746607.000000000000000, ,Alluvial Fan Trail,Existing,Asphalt,Hiker/Pedestrian,Geoff Clark,romo_gis,ALLUVIAL FAN TRAIL,Alluvial Fan Tr,Standard Terra Trail,Class 5: Fully Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,40140, , ,No,Park Trail,ALLUVIAL FAN,RR-12,BLACK CANYON/ROARING RIVER,6.000000000000000,A,F,N,ALLUVIAL FAN TRAIL,RR-12 Alluvial Fan trail,1985,229.191243448422995,0.142412551366231,{5292C166-DE64-40BC-A32D-3A549BBCEB48},229.107716659999994,Public Map Display,Unrestricted,229.107716658013999,da28125f-778c-4579-8ea2-6e3635856856,2683.696533203125000,2683.696533203125000,0.000000000000000
46,48.000000000000000,49.000000000000000,59.000000000000000,c9e8702b-5161-4de3-bcef-7de7e93cb090,1442534400000.000000000000000,1691164746858.000000000000000, ,Lower Lawn Lake Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,LAWN LAKE TRAIL,Lawn Lake Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,40131, , ,No,Park Trail,"LAWN LAKE, LOWER",RR-01,BLACK CANYON/ROARING RIVER,6.000000000000000,D,ALL,Y,LAWN LAKE TRAIL,"RR-01 Lawn Lake, lower portion",1915,1995.889862851450061,1.240185983277490,{97FCCCFD-115F-4AAC-B756-57EDA7D10883},1995.161859510000113,Public Map Display,Unrestricted,1995.161859508240013,28b4b13b-f5f4-44b7-88f3-6dbdc80738d2,2683.696533203125000,2930.557861328125000,246.861328125000000
47,49.000000000000000,50.000000000000000,60.000000000000000,c9b7123c-3d43-496e-9e7c-31258d4732ea,1442534400000.000000000000000,1691164747128.000000000000000, ,Lower Lawn Lake Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,LAWN LAKE TRAIL,Lawn Lake Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,40131, , ,No,Park Trail,"LAWN LAKE, LOWER",RR-01,BLACK CANYON/ROARING RIVER,6.000000000000000,D,ALL,Y,LAWN LAKE TRAIL,"RR-01 Lawn Lake, lower portion",1915,289.127933900061009,0.179655409685060,{EC9E8292-77F1-45DE-84D6-F6A01DF9D321},289.022404670000014,Public Map Display,Unrestricted,289.022404671959976,7beeb144-15ae-4f6f-b3fb-8c834b75ac91,2683.696533203125000,2683.696533203125000,0.000000000000000
48,50.000000000000000,51.000000000000000,61.000000000000000,de058b4c-cbe8-4f39-87ac-e57ce5315bac,1442534400000.000000000000000,1691164747392.000000000000000, ,Lower Lawn Lake Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,LAWN LAKE TRAIL,Lawn Lake Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,40131, , ,No,Park Trail,"LAWN LAKE, LOWER",RR-01,BLACK CANYON/ROARING RIVER,6.000000000000000,D,ALL,Y,LAWN LAKE TRAIL,"RR-01 Lawn Lake, lower portion",1915,83.351441186972707,0.051792080800680,{217758BF-7366-473B-814B-B9F7AA9024DD},83.321000459999993,Public Map Display,Unrestricted,83.321000464183697,3406ee2b-5cff-4763-bfa3-2866705e0683,2683.696533203125000,2683.696533203125000,0.000000000000000
49,51.000000000000000,52.000000000000000,62.000000000000000,7af11143-e965-4652-b46b-b182740ce183,1442534400000.000000000000000,1691164747649.000000000000000, ,Lower Lawn Lake Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,LAWN LAKE TRAIL,Lawn Lake Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,40131, , ,No,Park Trail,"LAWN LAKE, LOWER",RR-01,BLACK CANYON/ROARING RIVER,6.000000000000000,D,ALL,Y,LAWN LAKE TRAIL,"RR-01 Lawn Lake, lower portion",1915,103.019113380779004,0.064012981278429,{F0880B2B-36B6-4BF1-8C23-3BC6F8D43967},102.981483870000005,Public Map Display,Unrestricted,102.981483874700004,3110d11a-47a3-40b0-90b3-656c5a936c34,2683.696533203125000,2683.696533203125000,0.000000000000000
50,52.000000000000000,53.000000000000000,63.000000000000000,fa7e7a64-d16f-49f8-a897-d5d09fb3bda3,1442534400000.000000000000000,1691164747908.000000000000000, ,Macgregor Falls,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,MACGREGOR FALLS TRAIL,MacGregor Falls Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14926, , ,No,Park Trail,MACGREGOR FALLS,BC-15,BLACK CANYON/ROARING RIVER,6.000000000000000,D,F/E,Y,MACGREGOR FALLS TRAIL,BC-15 McGregor Falls Trail,1915,1343.062809894769998,0.834538870352855,{9C52AC6C-8570-4AF6-9E31-A964BCFA101A},1342.562149800000043,Public Map Display,Unrestricted,1342.562149801600071,e70e1817-7e33-4b7d-8196-81bee4fce53c,2569.817626953125000,2619.785400390625000,-49.967773437500000
51,53.000000000000000,54.000000000000000,68.000000000000000,66f3b34d-1cdb-450c-adc2-868b90920fc9,1442534400000.000000000000000,1691164748170.000000000000000, ,Fall River - Little Horseshoe Park Complex Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,ASPENGLEN,Aspenglen Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32561, , ,No,Park Trail,FALL RIVER - LITTLE HORSESHOE PARK COMPLEX,FR-50,FRONT RANGE,1.000000000000000,C,ALL,Y,ASPENGLEN,FR-50 Fall River/Little Horsehoe Park,1915,1139.546445706690065,0.708079917415915,{60164762-0BBD-40FE-95AF-01DDFC1E3765},1139.126108019999947,Public Map Display,Unrestricted,1139.126108024460109,966b0515-fe68-4459-b886-2adef38eeff8,2627.515869140625000,2627.515869140625000,0.000000000000000
52,54.000000000000000,55.000000000000000,71.000000000000000,5dd48fcf-e408-4837-93cd-6ea106d83138,1442534400000.000000000000000,1691164748415.000000000000000, ,"Gem Lake, West Access Trail",Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,TWIN-GEM TRAIL,Twin Owls Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14925, , ,No,Park Trail,"GEM LAKE, WEST ACCESS",BC-14,BLACK CANYON/ROARING RIVER,6.000000000000000,E,F/E,Y,TWIN-GEM TRAIL,"BC-14 Gem Lake Trail, west access",1915,530.524373840476983,0.329651903379097,{AE6BD544-AA99-4387-BC0D-85B82A77D94C},530.324636159999955,Public Map Display,Unrestricted,530.324636162410002,0e78e6e7-2e5f-46d3-a778-b1c00d9f6caf,2544.646728515625000,2594.524414062500000,-49.877685546875000
53,55.000000000000000,56.000000000000000,74.000000000000000,eeb6b98e-1137-432a-9fa2-0b6871479e22,1442534400000.000000000000000,1691164748667.000000000000000, ,Abandoned Beaver Colony Boardwalk,Existing,Wood,Hiker/Pedestrian,Geoff Clark,romo_gis,BEAVER COLONY BOARDWALK,Beaver Colony Boardwalk,Standard Terra Trail,Class 5: Fully Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized,DOQQ/2005,1:24000, ,3-5m,20808, , ,No,Park Trail,ABANDONED BEAVER COLONY BOARDWALK,TR-10,TRAIL RIDGE,7.000000000000000,A,F,N,BEAVER COLONY BOARDWALK,TR-10 Abandoned Beaver Colony Trail,1975,103.790364811505995,0.064492213740988,{B05C41FE-B438-4DB8-95B5-1CF185BA258E},103.752635889999993,Public Map Display,Unrestricted,103.752635894280004,07eeda8f-a2ae-4db0-9946-920cb82d108c,2683.696533203125000,2683.696533203125000,0.000000000000000
